tweet_text,Liked,Sentiment,Score
"Strike 2, who wants to be rushed.",0,neutral,0.501262963
These are the nicest restaurant owners I've ever come across.,1,positive,0.769426346
I never come again.,0,negative,0.39773491
We loved the biscuits!!!,1,positive,0.777130485
Service is quick and friendly.,1,positive,0.600550056
Ordered an appetizer and took 40 minutes and then the pizza another 10 minutes.,0,positive,0.65667963
So absolutley fantastic.,1,positive,0.658290863
It was a huge awkward 1.5lb piece of cow that was 3/4ths gristle and fat.,0,positive,0.676919401
definitely will come back here again.,1,positive,0.717365146
I like Steiners because it's dark and it feels like a bar.,1,positive,0.645346284
Wow very spicy but delicious.,1,positive,0.666413844
"If you're not familiar, check it out.",1,positive,0.749389648
I'll take my business dinner dollars elsewhere.,0,positive,0.749572515
I'd love to go back.,1,positive,0.612628996
"Anyway, this FS restaurant has a wonderful breakfast/lunch.",1,positive,0.809828401
Nothing special.,0,positive,0.667471051
Each day of the week they have a different deal and it's all so delicious!,1,positive,0.683263958
"Not to mention the combination of pears, almonds and bacon is a big winner!",1,neutral,0.473940581
Will not be back.,0,negative,0.380016357
Sauce was tasteless.,0,positive,0.600320935
"The food is delicious and just spicy enough, so be sure to ask for spicier if you prefer it that way.",1,positive,0.971828401
My ribeye steak was cooked perfectly and had great mesquite flavor.,1,positive,0.604028523
I don't think we'll be going back anytime soon.,0,negative,0.41200006
Food was so gooodd.,1,neutral,0.548071682
I am far from a sushi connoisseur but I can definitely tell the difference between good food and bad food and this was certainly bad food.,0,negative,0.362913162
I was so insulted.,0,negative,0.422317237
The last 3 times I had lunch here has been bad.,0,negative,0.11553634
The chicken wings contained the driest chicken meat I have ever eaten.,0,negative,0.374544799
"The food was very good and I enjoyed every mouthful, an enjoyable relaxed venue for couples small family groups etc.",1,positive,0.794304252
Nargile - I think you are great.,1,positive,0.919388115
Best tater tots in the southwest.,1,positive,0.754735589
We loved the place.,1,positive,0.777130485
Definitely not worth the $3 I paid.,0,negative,0.44378069
The vanilla ice cream was creamy and smooth while the profiterole (choux) pastry was fresh enough.,1,positive,0.746956706
Im in AZ all the time and now have my new spot.,1,neutral,0.556242168
The manager was the worst.,0,negative,0.436084002
The inside is really quite nice and very clean.,1,positive,0.641020775
The food was outstanding and the prices were very reasonable.,1,neutral,0.537234485
I don't think I'll be running back to Carly's anytime soon for food.,0,negative,0.319896162
"This is was due to the fact that it took 20 minutes to be acknowledged, then another 35 minutes to get our food...and they kept forgetting things.",0,negative,0.176311165
"Love the margaritas, too!",1,positive,0.820881009
This was my first and only Vegas buffet and it did not disappoint.,1,negative,0.133472651
"Very good, though!",1,positive,0.658380449
The one down note is the ventilation could use some upgrading.,0,positive,0.672464013
Great pork sandwich.,1,positive,0.826286077
Don't waste your time here.,0,negative,0.421002716
"Total letdown, I would much rather just go to the Camelback Flower Shop and Cartel Coffee.",0,neutral,0.527971089
"Third, the cheese on my friend's burger was cold.",0,neutral,0.5203107
We enjoy their pizza and brunch.,1,positive,0.782722235
The steaks are all well trimmed and also perfectly cooked.,1,positive,0.826107979
We had a group of 70+ when we claimed we would only have 40 and they handled us beautifully.,1,negative,0.170741335
I LOVED it!,1,positive,0.72245425
We asked for the bill to leave without eating and they didn't bring that either.,0,negative,0.122837767
"This place is a jewel in Las Vegas, and exactly what I've been hoping to find in nearly ten years living here.",1,negative,0.330405474
Seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh.,0,negative,0.303366095
The selection of food was not the best.,0,neutral,0.479667723
Delicious and I will absolutely be back!,1,positive,0.815622926
"This isn't a small family restaurant, this is a fine dining establishment.",1,negative,0.309168369
They had a toro tartare with a cavier that was extraordinary and I liked the thinly sliced wagyu with white truffle.,1,positive,0.676249683
I dont think I will be back for a very long time.,0,negative,0.377391994
"It was attached to a gas station, and that is rarely a good sign.",0,positive,0.64322257
How awesome is that.,1,positive,0.866273999
I will be back many times soon.,1,positive,0.710140705
The menu had so much good stuff on it i could not decide!,1,negative,0.184060171
"Worse of all, he humiliated his worker right in front of me..Bunch of horrible name callings.",0,negative,0.357874423
CONCLUSION: Very filling meals.,1,positive,0.658321023
Their daily specials are always a hit with my group.,1,positive,0.828130126
And then tragedy struck.,0,positive,0.737024128
The pancake was also really good and pretty large at that.,1,positive,0.822405517
"This was my first crawfish experience, and it was delicious!",1,positive,0.601537466
Their monster chicken fried steak and eggs is my all time favorite.,1,positive,0.73807776
Waitress was sweet and funny.,1,positive,0.806034923
"I also had to taste my Mom's multi-grain pumpkin pancakes with pecan butter and they were amazing, fluffy, and delicious!",1,positive,0.634029746
"I'd rather eat airline food, seriously.",0,neutral,0.543053091
Cant say enough good things about this place.,1,neutral,0.556704402
The ambiance was incredible.,1,positive,0.63574791
The waitress and manager are so friendly.,1,neutral,0.571228743
I would not recommend this place.,0,negative,0.26652199
Overall I wasn't very impressed with Noca.,0,neutral,0.468655974
My gyro was basically lettuce only.,0,negative,0.361868441
Terrible service!,0,neutral,0.526683867
Thoroughly disappointed!,0,negative,0.4359999
"I don't each much pasta, but I love the homemade /hand made pastas and thin pizzas here.",1,neutral,0.574952364
"Give it a try, you will be happy you did.",1,positive,0.975406349
By far the BEST cheesecurds we have ever had!,1,positive,0.705193818
Reasonably priced also!,1,positive,0.670844316
Everything was perfect the night we were in.,1,positive,0.631770432
The food is very good for your typical bar food.,1,positive,0.88555181
it was a drive to get there.,0,positive,0.63175869
"At first glance it is a lovely bakery cafe - nice ambiance, clean, friendly staff.",1,positive,0.94589889
"Anyway, I do not think i will go back there.",0,negative,0.22301966
"Point your finger at any item on the menu, order it and you won't be disappointed.",1,negative,0.166163757
"Oh this is such a thing of beauty, this restaurant.",1,positive,0.68339318
If you haven't gone here GO NOW!,1,positive,0.601233959
"A greasy, unhealthy meal.",0,positive,0.676614285
first time there and might just be the last.,0,positive,0.912000775
Those burgers were amazing.,1,positive,0.766579688
"Similarly, the delivery man did not say a word of apology when our food was 45 minutes late.",0,negative,0.325513899
And it was way to expensive.,0,neutral,0.552845061
"Be sure to order dessert, even if you need to pack it to-go - the tiramisu and cannoli are both to die for.",1,positive,0.688923955
This was my first time and I can't wait until the next.,1,neutral,0.587778091
The bartender was also nice.,1,positive,0.818310142
Everything was good and tasty!,1,positive,0.811815977
This place is two thumbs up....way up.,1,neutral,0.575430274
"The best place in Vegas for breakfast (just check out a Sat, or Sun.",1,positive,0.926569402
"If you love authentic Mexican food and want a whole bunch of interesting, yet delicious meats to choose from, you need to try this place.",1,positive,0.969734967
Terrible management.,0,neutral,0.594136119
An excellent new restaurant by an experienced Frenchman.,1,positive,0.899514437
If there were zero stars I would give it zero stars.,0,positive,0.636736453
"Great steak, great sides, great wine, amazing desserts.",1,positive,0.97046417
Worst martini ever!,0,neutral,0.554346859
The steak and the shrimp are in my opinion the best entrees at GC.,1,positive,0.764257729
I had the opportunity today to sample your amazing pizzas!,1,positive,0.781508625
We waited for thirty minutes to be seated (although there were 8 vacant tables and we were the only folks waiting).,0,neutral,0.498457104
The yellowtail carpaccio was melt in your mouth fresh.,1,positive,0.786270678
I won't try going back there even if it's empty.,0,negative,0.272307694
"No, I'm going to eat the potato that I found some strangers hair in it.",0,neutral,0.586072028
Just spicy enough.. Perfect actually.,1,positive,0.806235254
Last night was my second time dining here and I was so happy I decided to go back!,1,negative,0.349434853
"not even a ""hello, we will be right with you.""",0,positive,0.62250489
The desserts were a bit strange.,0,positive,0.6717363
My boyfriend and I came here for the first time on a recent trip to Vegas and could not have been more pleased with the quality of food and service.,1,negative,0.334422082
"I really do recommend this place, you can go wrong with this donut place!",1,neutral,0.504556239
Nice ambiance.,1,positive,0.830548525
I would recommend saving room for this!,1,neutral,0.593874693
I guess maybe we went on an off night but it was disgraceful.,0,neutral,0.475259006
"However, my recent experience at this particular location was not so good.",0,negative,0.09023729
"I know this is not like the other restaurants at all, something is very off here!",0,negative,0.051517975
AVOID THIS ESTABLISHMENT!,0,positive,0.617159665
I think this restaurant suffers from not trying hard enough.,0,negative,0.2241157
All of the tapas dishes were delicious!,1,positive,0.730356932
I *heart* this place.,1,neutral,0.572786212
My salad had a bland vinegrette on the baby greens and hearts of Palm.,0,neutral,0.483626515
After two I felt disgusting.,0,negative,0.438575685
A good time!,1,positive,0.868694842
I believe that this place is a great stop for those with a huge belly and hankering for sushi.,1,positive,0.918447971
Generous portions and great taste.,1,positive,0.860751271
I will never go back to this place and will never ever recommended this place to anyone!,0,negative,0.173755154
"The servers went back and forth several times, not even so much as an ""Are you being helped?""",0,negative,0.199971765
Food was delicious!,1,positive,0.708219171
AN HOUR... seriously?,0,neutral,0.564644456
I consider this theft.,0,positive,0.618167818
Eew... This location needs a complete overhaul.,0,neutral,0.571406841
We recently witnessed her poor quality of management towards other guests as well.,0,positive,0.651002467
Waited and waited and waited.,0,positive,0.640937328
"He also came back to check on us regularly, excellent service.",1,positive,0.686864913
Our server was super nice and checked on us many times.,1,positive,0.791574359
"The pizza tasted old, super chewy in not a good way.",0,neutral,0.481291175
I swung in to give them a try but was deeply disappointed.,0,negative,0.165917963
Service was good and the company was better!,1,positive,0.748681545
The staff are also very friendly and efficient.,1,positive,0.749860585
"As for the service: I'm a fan, because it's quick and you're being served by some nice folks.",1,positive,0.977828324
Boy was that sucker dry!!.,0,neutral,0.562799335
Over rated.,0,neutral,0.575990915
"If you look for authentic Thai food, go else where.",0,positive,0.891105652
Their steaks are 100% recommended!,1,positive,0.669448912
After I pulled up my car I waited for another 15 minutes before being acknowledged.,0,negative,0.1722489
Great food and great service in a clean and friendly setting.,1,positive,0.891668797
"All in all, I can assure you I'll be back.",1,positive,0.770055771
I hate those things as much as cheap quality black olives.,0,negative,0.325666636
"My breakfast was perpared great, with a beautiful presentation of 3 giant slices of Toast, lightly dusted with powdered sugar.",1,positive,0.92374599
The kids play area is NASTY!,0,neutral,0.531556129
Great place fo take out or eat in.,1,positive,0.777101099
The waitress was friendly and happy to accomodate for vegan/veggie options.,1,positive,0.876652598
OMG I felt like I had never eaten Thai food until this dish.,1,negative,0.080117211
"It was extremely ""crumby"" and pretty tasteless.",0,positive,0.695055127
It was a pale color instead of nice and char and has NO flavor.,0,neutral,0.559907377
The croutons also taste homemade which is an extra plus.,1,positive,0.780430138
I got home to see the driest damn wings ever!,0,neutral,0.454706818
It'll be a regular stop on my trips to Phoenix!,1,positive,0.621143758
I really enjoyed Crema Café before they expanded. I even told friends they had the BEST breakfast.,1,negative,0.366835624
Not good for the money.,0,negative,0.402872056
I miss it and wish they had one in Philadelphia!,1,negative,0.120483793
"We got sitting fairly fast, but, ended up waiting 40 minutes just to place our order, another 30 minutes before the food arrived.",0,negative,0.317973822
They also have the best cheese crisp in town.,1,positive,0.734647751
"Good value, great food, great service.",1,positive,0.898544014
Couldn't ask for a more satisfying meal.,1,neutral,0.572311997
The food is good.,1,positive,0.78202033
It was awesome.,1,positive,0.845199287
I just wanted to leave.,0,negative,0.258365989
We made the drive all the way from North Scottsdale... and I was not one bit disappointed!,1,negative,0.102430068
I will not be eating there again.,0,negative,0.262492418
!....THE OWNERS REALLY REALLY need to quit being soooooo cheap let them wrap my freaking sandwich in two papers not one!,0,negative,0.049748145
I checked out this place a couple years ago and was not impressed.,0,negative,0.154351518
"The chicken I got was definitely reheated and was only ok, the wedges were cold and soggy.",0,negative,0.305367857
"Sorry, I will not be getting food from here anytime soon :(",0,negative,0.098638318
An absolute must visit!,1,positive,0.699285269
The cow tongue and cheek tacos are amazing.,1,positive,0.781107724
My friend did not like his Bloody Mary.,0,negative,0.135931373
"Despite how hard I rate businesses, its actually rare for me to give a 1 star.",0,positive,0.635279119
They really want to make your experience a good one.,1,positive,0.728366792
I will not return.,0,negative,0.311711609
I had the chicken Pho and it tasted very bland.,0,negative,0.395914763
Very disappointing!!!,0,neutral,0.526801884
The grilled chicken was so tender and yellow from the saffron seasoning.,1,positive,0.613917053
"a drive thru means you do not want to wait around for half an hour for your food, but somehow when we end up going here they make us wait and wait.",0,negative,0.10937614
Pretty awesome place.,1,positive,0.901982784
Ambience is perfect.,1,positive,0.681034625
Best of luck to the rude and non-customer service focused new management.,0,positive,0.801481426
Any grandmother can make a roasted chicken better than this one.,0,positive,0.804342508
I asked multiple times for the wine list and after some time of being ignored I went to the hostess and got one myself.,0,positive,0.728909731
"The staff is always super friendly and helpful, which is especially cool when you bring two small boys and a baby!",1,positive,0.849974513
Four stars for the food & the guy in the blue shirt for his great vibe & still letting us in to eat !,1,positive,0.876196086
The roast beef sandwich tasted really good!,1,positive,0.819338441
"Same evening, him and I are both drastically sick.",0,neutral,0.48638764
High-quality chicken on the chicken Caesar salad.,1,positive,0.679548323
Ordered burger rare came in we'll done.,0,positive,0.82060945
We were promptly greeted and seated.,1,positive,0.630431414
Tried to go here for lunch and it was a madhouse.,0,neutral,0.465970069
"I was proven dead wrong by this sushi bar, not only because the quality is great, but the service is fast and the food, impeccable.",1,negative,0.038198873
"After waiting an hour and being seated, I was not in the greatest of moods.",0,negative,0.079571612
This is a good joint.,1,positive,0.811383784
The Macarons here are insanely good.,1,positive,0.7324422
I'm not eating here!,0,negative,0.236828193
"Our waiter was very attentive, friendly, and informative.",1,positive,0.613077044
Maybe if they weren't cold they would have been somewhat edible.,0,negative,0.291561037
This place has a lot of promise but fails to deliver.,0,negative,0.243659496
Very bad Experience!,0,neutral,0.499508858
What a mistake.,0,positive,0.683451951
Food was average at best.,0,positive,0.663177609
Great food.,1,positive,0.78910774
We won't be going back anytime soon!,0,negative,0.270183325
Very Very Disappointed ordered the $35 Big Bay Plater.,0,neutral,0.474159807
Great place to relax and have an awesome burger and beer.,1,positive,0.933313131
It is PERFECT for a sit-down family meal or get together with a few friends.,1,positive,0.7609635
"Not much flavor to them, and very poorly constructed.",0,negative,0.204315752
The patio seating was very comfortable.,1,positive,0.658360183
The fried rice was dry as well.,0,positive,0.719245076
Hands down my favorite Italian restaurant!,1,positive,0.666437149
"That just SCREAMS ""LEGIT"" in my book...somethat's also pretty rare here in Vegas.",1,positive,0.671996474
It was just not a fun experience.,1,negative,0.418091118
The atmosphere was great with a lovely duo of violinists playing songs we requested.,1,positive,0.958930314
"I personally love the hummus, pita, baklava, falafels and Baba Ganoush (it's amazing what they do with eggplant!).",1,positive,0.938214779
"Very convenient, since we were staying at the MGM!",1,neutral,0.566177487
The owners are super friendly and the staff is courteous.,1,positive,0.720600486
Both great!,1,positive,0.804519117
Eclectic selection.,1,positive,0.694760561
The sweet potato tots were good but the onion rings were perfection or as close as I have had.,1,negative,0.297719538
The staff was very attentive.,1,positive,0.664120018
And the chef was generous with his time (even came around twice so we can take pictures with him).,1,positive,0.907185137
"The owner used to work at Nobu, so this place is really similar for half the price.",1,negative,0.116554245
Google mediocre and I imagine Smashburger will pop up.,0,positive,0.63959372
dont go here.,0,neutral,0.526683331
I promise they won't disappoint.,1,negative,0.258367568
As a sushi lover avoid this place by all means.,0,positive,0.7119084
What a great double cheeseburger!,1,positive,0.85687387
Awesome service and food.,1,positive,0.856591165
A fantastic neighborhood gem !!!,1,positive,0.802121818
I can't wait to go back.,1,positive,0.639666378
The plantains were the worst I've ever tasted.,0,negative,0.397616953
It's a great place and I highly recommend it.,1,positive,0.906421304
Service was slow and not attentive.,0,negative,0.210895032
"I gave it 5 stars then, and I'm giving it 5 stars now.",1,positive,0.678892255
Your staff spends more time talking to themselves than me.,0,positive,0.827716291
Dessert: Panna Cotta was amazing.,1,positive,0.824433267
"Very good food, great atmosphere.1",1,positive,0.864823997
Damn good steak.,1,positive,0.669323325
Total brunch fail.,0,neutral,0.481722653
"Prices are very reasonable, flavors are spot on, the sauce is home made, and the slaw is not drenched in mayo.",1,negative,0.168927386
"The decor is nice, and the piano music soundtrack is pleasant.",1,positive,0.879810154
The steak was amazing...rge fillet relleno was the best seafood plate i have ever had!,1,positive,0.748185098
"Good food , good service .",1,positive,0.817584276
It was absolutely amazing.,1,positive,0.851266861
"I probably won't be back, to be honest.",0,negative,0.107920796
will definitely be back!,1,positive,0.847426951
The sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well.,1,positive,0.924967945
"Hawaiian Breeze, Mango Magic, and Pineapple Delight are the smoothies that I've tried so far and they're all good.",1,positive,0.609953225
Went for lunch - service was slow.,0,positive,0.700010896
"We had so much to say about the place before we walked in that he expected it to be amazing, but was quickly disappointed.",0,negative,0.140379608
I was mortified.,0,neutral,0.475183368
"Needless to say, we will never be back here again.",0,neutral,0.511808097
"Anyways, The food was definitely not filling at all, and for the price you pay you should expect more.",0,positive,0.737551987
"The chips that came out were dripping with grease, and mostly not edible.",0,negative,0.400696605
I wasn't really impressed with Strip Steak.,0,negative,0.430149674
Have been going since 2007 and every meal has been awesome!!,1,neutral,0.479497403
Our server was very nice and attentive as were the other serving staff.,1,positive,0.717057526
The cashier was friendly and even brought the food out to me.,1,neutral,0.551199913
I work in the hospitality industry in Paradise Valley and have refrained from recommending Cibo any longer.,0,negative,0.225371718
The atmosphere here is fun.,1,positive,0.735223889
Would not recommend to others.,0,negative,0.438225299
"Service is quick and even ""to go"" orders are just like we like it!",1,neutral,0.580913126
"I mean really, how do you get so famous for your fish and chips when it's so terrible!?!",0,positive,0.72258383
"That said, our mouths and bellies were still quite pleased.",1,negative,0.42832309
Not my thing.,0,negative,0.235814214
2 Thumbs Up!!,1,positive,0.684191763
If you are reading this please don't go there.,0,neutral,0.574257731
"I loved the grilled pizza, reminded me of legit Italian pizza.",1,positive,0.724904954
Only Pros : Large seating area/ Nice bar area/ Great simple drink menu/ The BEST brick oven pizza with homemade dough!,1,positive,0.927641213
They have a really nice atmosphere.,1,positive,0.787448883
Tonight I had the Elk Filet special...and it sucked.,0,negative,0.404026985
"After one bite, I was hooked.",1,negative,0.312734008
We ordered some old classics and some new dishes after going there a few times and were sorely disappointed with everything.,0,positive,0.759123921
"Cute, quaint, simple, honest.",1,positive,0.792964399
The chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside.,1,neutral,0.498262227
"The food was great as always, compliments to the chef.",1,positive,0.861459672
Special thanks to Dylan T. for the recommendation on what to order :) All yummy for my tummy.,1,neutral,0.51825887
Awesome selection of beer.,1,positive,0.881789327
Great food and awesome service!,1,positive,0.925829291
"One nice thing was that they added gratuity on the bill since our party was larger than 6 or 8, and they didn't expect more tip than that.",1,neutral,0.559593558
A FLY was in my apple juice.. A FLY!!!!!!!!,0,negative,0.42206338
The Han Nan Chicken was also very tasty.,1,positive,0.68501848
"As for the service, I thought it was good.",1,positive,0.724352479
"The food was barely lukewarm, so it must have been sitting waiting for the server to bring it out to us.",0,neutral,0.48118037
Ryan's Bar is definitely one Edinburgh establishment I won't be revisiting.,0,negative,0.336473167
Nicest Chinese restaurant I've been in a while.,1,positive,0.63786602
"Overall, I like there food and the service.",1,positive,0.800092816
They also now serve Indian naan bread with hummus and some spicy pine nut sauce that was out of this world.,1,positive,0.689617515
"Probably never coming back, and wouldn't recommend it.",0,negative,0.438874781
"Friend's pasta -- also bad, he barely touched it.",0,neutral,0.500743747
"Try them in the airport to experience some tasty food and speedy, friendly service.",1,positive,0.694925547
I love the decor with the Chinese calligraphy wall paper.,1,positive,0.929093122
Never had anything to complain about here.,1,negative,0.437640131
The restaurant is very clean and has a family restaurant feel to it.,1,negative,0.31050393
It was way over fried.,0,positive,0.638893902
I'm not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place.,0,negative,0.037499566
"When I opened the sandwich, I was impressed, but not in a good way.",0,negative,0.12031623
Will not be back!,0,negative,0.380016357
There was a warm feeling with the service and I felt like their guest for a special treat.,1,negative,0.444409817
An extensive menu provides lots of options for breakfast.,1,positive,0.822653294
"I always order from the vegetarian menu during dinner, which has a wide array of options to choose from.",1,negative,0.381010681
"I have watched their prices inflate, portions get smaller and management attitudes grow rapidly!",0,negative,0.412051469
Wonderful lil tapas and the ambience made me feel all warm and fuzzy inside.,1,neutral,0.504174829
"I got to enjoy the seafood salad, with a fabulous vinegrette.",1,positive,0.866879582
"The wontons were thin, not thick and chewy, almost melt in your mouth.",1,negative,0.367097318
"Level 5 spicy was perfect, where spice didn't over-whelm the soup.",1,negative,0.269572765
We were sat right on time and our server from the get go was FANTASTIC!,1,positive,0.629584312
"Main thing I didn't enjoy is that the crowd is of older crowd, around mid 30s and up.",0,negative,0.363839
"When I'm on this side of town, this will definitely be a spot I'll hit up again!",1,positive,0.665111601
I had to wait over 30 minutes to get my drink and longer to get 2 arepas.,0,negative,0.030773491
This is a GREAT place to eat!,1,positive,0.831908643
The jalapeno bacon is soooo good.,1,positive,0.693104506
The service was poor and thats being nice.,0,positive,0.682989061
"Food was good, service was good, Prices were good.",1,positive,0.835168183
The place was not clean and the food oh so stale!,0,negative,0.232414588
"The chicken dishes are OK, the beef is like shoe leather.",0,positive,0.690725446
But the service was beyond bad.,0,negative,0.261102229
"I'm so happy to be here!!!""",1,positive,0.758148253
Tasted like dirt.,0,positive,0.658964396
One of the few places in Phoenix that I would definately go back to again .,1,negative,0.442822605
The block was amazing.,1,positive,0.835932136
"It's close to my house, it's low-key, non-fancy, affordable prices, good food.",1,neutral,0.523184478
* Both the Hot & Sour & the Egg Flower Soups were absolutely 5 Stars!,1,positive,0.799534798
My sashimi was poor quality being soggy and tasteless.,0,negative,0.317518353
Great time - family dinner on a Sunday night.,1,positive,0.884168923
"the food is not tasty at all, not to say its ""real traditional Hunan style"".",0,negative,0.057442591
"What did bother me, was the slow service.",0,neutral,0.505654216
The flair bartenders are absolutely amazing!,1,positive,0.889084458
Their frozen margaritas are WAY too sugary for my taste.,0,neutral,0.490946889
These were so good we ordered them twice.,1,positive,0.662727356
So in a nutshell: 1) The restaraunt smells like a combination of a dirty fish market and a sewer.,0,positive,0.697947502
My girlfriend's veal was very bad.,0,negative,0.324257612
"Unfortunately, it was not good.",0,negative,0.078267366
I had a pretty satifying experience.,1,neutral,0.561522424
Join the club and get awesome offers via email.,1,positive,0.911839664
"Perfect for someone (me) who only likes beer ice cold, or in this case, even colder.",1,negative,0.391995311
Bland and flavorless is a good way of describing the barely tepid meat.,0,positive,0.811998904
"The chains, which I'm no fan of, beat this place easily.",0,neutral,0.537694931
The nachos are a MUST HAVE!,1,positive,0.684902847
We will not be coming back.,0,negative,0.370972902
"I don't have very many words to say about this place, but it does everything pretty well.",1,negative,0.16572088
"The staff is super nice and very quick even with the crazy crowds of the downtown juries, lawyers, and court staff.",1,positive,0.903295577
"Great atmosphere, friendly and fast service.",1,positive,0.760066688
When I received my Pita it was huge it did have a lot of meat in it so thumbs up there.,1,negative,0.392365009
Once your food arrives it's meh.,0,positive,0.813917339
Paying $7.85 for a hot dog and fries that looks like it came out of a kid's meal at the Wienerschnitzel is not my idea of a good meal.,0,negative,0.195354804
The classic Maine Lobster Roll was fantastic.,1,positive,0.706480324
"My brother in law who works at the mall ate here same day, and guess what he was sick all night too.",0,negative,0.087825201
So good I am going to have to review this place twice - once hereas a tribute to the place and once as a tribute to an event held here last night.,1,negative,0.370582968
"The chips and salsa were really good, the salsa was very fresh.",1,positive,0.827957928
This place is great!!!!!!!!!!!!!!,1,positive,0.747694254
Mediocre food.,0,positive,0.66110009
Once you get inside you'll be impressed with the place.,1,positive,0.918574572
I'm super pissd.,0,neutral,0.599181592
And service was super friendly.,1,neutral,0.567280531
Why are these sad little vegetables so overcooked?,0,negative,0.173278451
This place was such a nice surprise!,1,positive,0.813755453
They were golden-crispy and delicious.,1,positive,0.684805632
"I had high hopes for this place since the burgers are cooked over a charcoal grill, but unfortunately the taste fell flat, way flat.",0,negative,0.023190923
I could eat their bruschetta all day it is devine.,1,negative,0.411499947
Not a single employee came out to see if we were OK or even needed a water refill once they finally served us our food.,0,positive,0.619433582
"Lastly, the mozzarella sticks, they were the best thing we ordered.",1,positive,0.83339268
"The first time I ever came here I had an amazing experience, I still tell people how awesome the duck was.",1,positive,0.827026665
The server was very negligent of our needs and made us feel very unwelcome... I would not suggest this place!,0,negative,0.12908417
The service was terrible though.,0,negative,0.337847412
"This place is overpriced, not consistent with their boba, and it really is OVERPRICED!",0,negative,0.223568141
It was packed!!,0,neutral,0.594323516
I love this place.,1,positive,0.850078702
I can say that the desserts were yummy.,1,positive,0.696330667
The food was terrible.,0,neutral,0.550151527
The seasonal fruit was fresh white peach puree.,1,positive,0.741551161
It kept getting worse and worse so now I'm officially done.,0,negative,0.283722013
This place should honestly be blown up.,0,positive,0.704844832
But I definitely would not eat here again.,0,negative,0.180862889
Do not waste your money here!,0,negative,0.362163156
I love that they put their food in nice plastic containers as opposed to cramming it in little paper takeout boxes.,1,positive,0.89117974
The crêpe was delicate and thin and moist.,1,positive,0.665135503
Awful service.,0,neutral,0.57645601
Won't ever go here again.,0,negative,0.246268481
Food quality has been horrible.,0,negative,0.294322431
For that price I can think of a few place I would have much rather gone.,0,negative,0.400743932
The service here is fair at best.,0,positive,0.649548292
"I do love sushi, but I found Kabuki to be over-priced, over-hip and under-services.",0,neutral,0.458404183
Do yourself a favor and stay away from this dish.,0,positive,0.623702288
Very poor service.,0,neutral,0.516109645
No one at the table thought the food was above average or worth the wait that we had for it.,0,negative,0.44252494
"Best service and food ever, Maria our server was so good and friendly she made our day.",1,positive,0.836841524
They were excellent.,1,positive,0.70377177
I paid the bill but did not tip because I felt the server did a terrible job.,0,negative,0.05093959
Just had lunch here and had a great experience.,1,positive,0.769582093
I have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor.,0,negative,0.17421627
Food is way overpriced and portions are fucking small.,0,neutral,0.5611673
I recently tried Caballero's and I have been back every week since!,1,negative,0.183281541
"for 40 bucks a head, i really expect better food.",0,neutral,0.527199805
The food came out at a good pace.,1,positive,0.826153696
"I ate there twice on my last visit, and especially enjoyed the salmon salad.",1,negative,0.301953673
I won't be back.,0,negative,0.249582067
We could not believe how dirty the oysters were!,0,negative,0.268283874
This place deserves no stars.,0,positive,0.634107411
I would not recommend this place.,0,negative,0.26652199
"In fact I'm going to round up to 4 stars, just because she was so awesome.",1,positive,0.684942961
"To my disbelief, each dish qualified as the worst version of these foods I have ever tasted.",0,negative,0.156235158
"Bad day or not, I have a very low tolerance for rude customer service people, it is your job to be nice and polite, wash dishes otherwise!!",0,negative,0.399694741
the potatoes were great and so was the biscuit.,1,positive,0.680829167
I probably would not go here again.,0,negative,0.174122423
So flavorful and has just the perfect amount of heat.,1,negative,0.403125644
The price is reasonable and the service is great.,1,positive,0.739361703
"The Wife hated her meal (coconut shrimp), and our friends really did not enjoy their meals, either.",0,negative,0.190982327
My fella got the huevos rancheros and they didn't look too appealing.,0,negative,0.095454805
"Went in for happy hour, great list of wines.",1,positive,0.832782209
Some may say this buffet is pricey but I think you get what you pay for and this place you are getting quite a lot!,1,positive,0.917959392
I probably won't be coming back here.,0,negative,0.164245397
Worst food/service I've had in a while.,0,negative,0.351638317
"This place is pretty good, nice little vibe in the restaurant.",1,positive,0.955430984
Talk about great customer service of course we will be back.,1,positive,0.905568898
"Hot dishes are not hot, cold dishes are close to room temp.I watched staff prepare food with BARE HANDS, no gloves.Everything is deep fried in oil.",0,negative,0.132757127
I love their fries and their beans.,1,positive,0.802093804
Always a pleasure dealing with him.,1,positive,0.829550982
"They have a plethora of salads and sandwiches, and everything I've tried gets my seal of approval.",1,negative,0.13505125
This place is awesome if you want something light and healthy during the summer.,1,positive,0.900600433
"For sushi on the Strip, this is the place to go.",1,positive,0.723345101
"The service was great, even the manager came and helped with our table.",1,positive,0.789820015
The feel of the dining room was more college cooking course than high class dining and the service was slow at best.,0,neutral,0.509673297
"I started this review with two stars, but I'm editing it to give it only one.",0,negative,0.379359245
this is the worst sushi i have ever eat besides Costco's.,0,negative,0.259948492
"All in all an excellent restaurant highlighted by great service, a unique menu, and a beautiful setting.",1,positive,0.964148462
